rank,title,link,ratings_link,10_ratings,9_ratings,8_ratings,7_ratings,6_ratings,5_ratings,4_ratings,3_ratings,2_ratings,1_ratings,overall_ratings,10_sample,9_sample,8_sample,7_sample,6_sample,5_sample,4_sample,3_sample,2_sample,1_sample,overall_sample,nature,timerange,parentalGuide,runtime,storyline,genres,languages,countries,releaseDate,releaseCountry
149,Lonesome Dove,https://www.imdb.com/title/tt0096639/?ref_=chttvtp_t_149,https://www.imdb.com/title/tt0096639/ratings/?ref_=tt_ov_rat,44.2%,25.1%,15.7%,7.0%,2.8%,1.3%,0.8%,0.5%,0.5%,2.3%,8.7,"12,000","7,000","4,300","1,900",787,348,211,125,133,627,"1,028,000",TV Mini Series,1989,TV-14,1h 30m,Two former Texas Rangers renew their spirit of adventure as they and several other residents of a small Texas town join a cattle drive to the Montana Territory.,"Epic, Western Epic, Adventure, Drama, Western, Back to top",English,United States,"February 5, 1989",United States
148,Blackadder II,https://www.imdb.com/title/tt0088484/?ref_=chttvtp_t_148,https://www.imdb.com/title/tt0088484/ratings/?ref_=tt_ov_rat,27.4%,30.8%,23.4%,9.3%,2.9%,1.1%,0.5%,0.4%,0.3%,3.9%,8.6,"14,000","16,000","12,000","4,800","1,500",588,281,216,172,"2,000","1,052,000",TV Series,1986,PG,30m,"In the Tudor court of Elizabeth I, Lord Edmund Blackadder strives to win Her Majesty's favour while attempting to avoid a grisly fate should he offend her.","Satire, Sitcom, Comedy, Back to top",English,United Kingdom,"January 9, 1986",United Kingdom
147,Shōgun,https://www.imdb.com/title/tt2788316/?ref_=chttvtp_t_147,https://www.imdb.com/title/tt2788316/ratings/?ref_=tt_ov_rat,33.1%,31.7%,21.0%,8.2%,2.7%,1.2%,0.5%,0.4%,0.3%,0.9%,8.6,"69,000","66,000","44,000","17,000","5,600","2,400","1,000",741,603,"1,800","10,207,000",TV Series,2024–2026,TV-MA,1h,"When a mysterious European ship is found marooned in a nearby Japanese fishing village, Lord Yoshii Toranaga discovers secrets that could tip the scales of power and devastate his enemies.","Action Epic, Period Drama, War Epic, Adventure, Drama, History, War, Back to top","Japanese, English",United States,"February 27, 2024",United Kingdom
146,Primal,https://www.imdb.com/title/tt10332508/?ref_=chttvtp_t_146,https://www.imdb.com/title/tt10332508/ratings/?ref_=tt_ov_rat,33.9%,32.0%,19.9%,7.4%,2.5%,1.1%,0.6%,0.4%,0.4%,1.8%,8.7,"8,100","7,700","4,800","1,800",588,272,133,97,102,422,"1,024,000",TV Series,2019–,15,22m,A caveman and a dinosaur bond over shared tragedy and work together to survive in a perilous prehistoric world.,"Adult Animation, Dinosaur Adventure, Action, Adventure, Animation, Drama, Fantasy, Horror, Back to top","English, Norse, Old, Arabic, Irish Gaelic","United States, France","January 17, 2020",United Kingdom
145,Daredevil,https://www.imdb.com/title/tt3322312/?ref_=chttvtp_t_145,https://www.imdb.com/title/tt3322312/ratings/?ref_=tt_ov_rat,32.8%,30.6%,21.1%,8.7%,3.1%,1.3%,0.6%,0.4%,0.3%,1.1%,8.6,"162,000","151,000","104,000","43,000","15,000","6,200","2,800","2,000","1,400","5,500","10,493,000",TV Series,2015–2018,18,1h,"A blind lawyer by day, vigilante by night. Matt Murdock fights the crime of New York as Daredevil.","Gangster, Legal Drama, Superhero, Action, Crime, Drama, Fantasy, Sci-Fi, Thriller, Back to top","English, Spanish, Mandarin, Japanese, Russian",United States,"April 10, 2015",United Kingdom
144,The Bridge,https://www.imdb.com/title/tt1733785/?ref_=chttvtp_t_144,https://www.imdb.com/title/tt1733785/ratings/?ref_=tt_ov_rat,28.4%,35.7%,23.4%,7.4%,2.1%,0.9%,0.5%,0.3%,0.2%,1.0%,8.6,"23,000","29,000","19,000","6,000","1,700",749,369,227,190,840,"1,080,000",TV Series,2011–2018,15,1h,"When a body is found on the bridge between Denmark and Sweden, right on the border, Danish inspector Martin Rohde and Swedish Saga Norén have to share jurisdiction and work together to find the killer.","Cop Drama, Police Procedural, Serial Killer, Suspense Mystery, Crime, Mystery, Thriller, Back to top","Swedish, Danish","Sweden, Denmark, Germany, Norway","April 21, 2012",United Kingdom
143,Mr Inbetween,https://www.imdb.com/title/tt7472896/?ref_=chttvtp_t_143,https://www.imdb.com/title/tt7472896/ratings/?ref_=tt_ov_rat,34.3%,34.6%,20.4%,6.2%,1.8%,0.8%,0.4%,0.4%,0.3%,0.8%,8.7,"13,000","13,000","7,800","2,400",692,326,158,142,118,316,"1,038,000",TV Series,2018–2021,18,30m,"Ray Shoesmith is a father, ex-husband, boyfriend, brother and best friend; tough roles to juggle in the modern age. Especially, when you're also a criminal for hire.","Comedy, Crime, Drama, Back to top",English,Australia,"October 29, 2020",United Kingdom
142,The Penguin,https://www.imdb.com/title/tt15435876/?ref_=chttvtp_t_142,https://www.imdb.com/title/tt15435876/ratings/?ref_=tt_ov_rat,31.2%,35.6%,22.0%,6.8%,2.1%,0.8%,0.3%,0.2%,0.2%,0.7%,8.6,"56,000","64,000","39,000","12,000","3,700","1,400",617,404,358,"1,300","10,178,000",TV Mini Series,2024,15,58m,"Following the events of The Batman (2022), Oz Cobb, a.k.a. the Penguin, makes a play to seize the reins of the crime world in Gotham.","Gangster, Tragedy, Crime, Drama, Back to top",English,United States,"September 20, 2024",United Kingdom
141,It's a Sin,https://www.imdb.com/title/tt9140342/?ref_=chttvtp_t_141,https://www.imdb.com/title/tt9140342/ratings/?ref_=tt_ov_rat,34.7%,30.1%,20.0%,7.3%,2.3%,1.1%,0.5%,0.4%,0.4%,3.1%,8.6,"14,000","12,000","7,800","2,800",903,439,185,174,163,"1,200","1,039,000",TV Mini Series,2021,15,45m,"It is 1981 and Ritchie, Roscoe and Colin begin a new life in London. Strangers at first, these lads and Jill find themselves thrown together. But a new virus is on the rise, and soon their lives will be tested in ways they never imagined.","Coming-of-Age, Drama, Back to top",English,United Kingdom,"January 22, 2021",United Kingdom
140,Ramayan,https://www.imdb.com/title/tt0268093/?ref_=chttvtp_t_140,https://www.imdb.com/title/tt0268093/ratings/?ref_=tt_ov_rat,75.9%,10.0%,3.6%,1.6%,0.7%,0.7%,0.3%,0.5%,0.9%,5.8%,9,"19,000","2,600",916,403,188,169,88,121,232,"1,500","1,026,000",TV Series,1987–1988,TV-14,30m,"An adaptation of the ancient epic in which the exiled Prince Rama and his brother Laxman set out to save Rama's wife, Sita, who has been kidnapped by the demon king of Lanka Ravana.","Epic, Fantasy Epic, Period Drama, Adventure, Drama, Family, Fantasy, Musical, War, Back to top",Hindi,India,"January 25, 1987",India
139,The Crown,https://www.imdb.com/title/tt4786824/?ref_=chttvtp_t_139,https://www.imdb.com/title/tt4786824/ratings/?ref_=tt_ov_rat,27.3%,32.3%,25.4%,9.0%,2.5%,1.0%,0.4%,0.3%,0.3%,1.4%,8.6,"73,000","86,000","68,000","24,000","6,800","2,700","1,200",901,846,"3,700","10,268,000",TV Series,2016–2023,PG,1h,Follows the political rivalries and romances of Queen Elizabeth II's reign and the events that shaped Britain for the second half of the 20th century.,"Costume Drama, Epic, Historical Epic, Period Drama, Political Drama, Biography, Drama, History, Back to top",English,"United Kingdom, United States","November 4, 2016",United Kingdom
138,Adventure Time,https://www.imdb.com/title/tt1305826/?ref_=chttvtp_t_138,https://www.imdb.com/title/tt1305826/ratings/?ref_=tt_ov_rat,40.2%,24.1%,18.2%,8.2%,3.1%,1.4%,0.8%,0.7%,0.5%,2.8%,8.6,"49,000","29,000","22,000","9,900","3,700","1,700",940,810,647,"3,400","10,121,000",TV Series,2010–2018,TV-PG,23m,"A 12-year-old boy and his best friend, a wise 28-year-old dog with magical powers, go on a series of surreal adventures in a remote future.","Adult Animation, Buddy Comedy, Hand-Drawn Animation, Sword & Sorcery, Teen Adventure, Teen Comedy, Teen Fantasy, Action, Adventure, Animation, Back to top","English, Korean","United States, Hong Kong, Japan, South Korea, Germany","April 5, 2010",United States
137,Dexter,https://www.imdb.com/title/tt0773262/?ref_=chttvtp_t_137,https://www.imdb.com/title/tt0773262/ratings/?ref_=tt_ov_rat,38.1%,26.8%,19.0%,8.8%,3.1%,1.3%,0.6%,0.4%,0.3%,1.6%,8.6,"315,000","221,000","157,000","73,000","26,000","11,000","5,200","3,300","2,700","13,000","10,826,000",TV Series,2006–2013,18,1h,"He's smart. He's lovable. He's Dexter Morgan, America's favorite serial killer, who spends his days solving crimes and his nights committing them.","Psychological Drama, Psychological Thriller, Serial Killer, Suspense Mystery, Crime, Drama, Mystery, Thriller, Back to top","English, Spanish",United States,"July 10, 2007",United Kingdom
136,Deadwood,https://www.imdb.com/title/tt0348914/?ref_=chttvtp_t_136,https://www.imdb.com/title/tt0348914/ratings/?ref_=tt_ov_rat,34.1%,28.9%,19.7%,8.4%,3.1%,1.5%,0.7%,0.5%,0.4%,2.8%,8.6,"42,000","35,000","24,000","10,000","3,800","1,800",888,599,469,"3,400","10,123,000",TV Series,2004–2006,18,1h,"A show set in the late 1800s, revolving around the characters of Deadwood, South Dakota; a town of deep corruption and crime.","Classical Western, Epic, Historical Epic, Period Drama, Crime, Drama, History, Western, Back to top","English, Irish Gaelic",United States,"September 21, 2004",United Kingdom
135,Atlanta,https://www.imdb.com/title/tt4288182/?ref_=chttvtp_t_135,https://www.imdb.com/title/tt4288182/ratings/?ref_=tt_ov_rat,29.6%,33.0%,22.9%,7.9%,2.4%,1.0%,0.5%,0.4%,0.4%,1.8%,8.6,"28,000","31,000","21,000","7,400","2,300",957,474,359,376,"1,700","1,093,000",TV Series,2016–2022,15,30m,"Earn and his cousin, Alfred, try to make their way in the world through Atlanta's rap scene. Along the way they come face-to-face with social and economic issues touching on race, relationships, poverty, status and parenthood.","Satire, Comedy, Drama, Music, Back to top",English,United States,"November 5, 2016",United Kingdom
134,The X Files,https://www.imdb.com/title/tt0106179/?ref_=chttvtp_t_134,https://www.imdb.com/title/tt0106179/ratings/?ref_=tt_ov_rat,34.1%,27.5%,21.9%,9.7%,3.2%,1.3%,0.6%,0.4%,0.3%,1.2%,8.6,"89,000","71,000","57,000","25,000","8,200","3,300","1,500",945,688,"3,000","10,260,000",TV Series,1993–2018,PG,45m,"Two F.B.I. Agents, Fox Mulder the believer and Dana Scully the skeptic, investigate the strange and unexplained, while hidden forces work to impede their efforts.","Alien Invasion, Conspiracy Thriller, Police Procedural, Suspense Mystery, Adventure, Crime, Drama, Mystery, Sci-Fi, Thriller, Back to top",English,United States,"September 19, 1994",United Kingdom
133,House of Cards,https://www.imdb.com/title/tt1856010/?ref_=chttvtp_t_133,https://www.imdb.com/title/tt1856010/ratings/?ref_=tt_ov_rat,30.4%,32.9%,21.5%,8.6%,2.8%,1.2%,0.5%,0.4%,0.3%,1.4%,8.6,"165,000","179,000","117,000","47,000","15,000","6,400","3,000","1,900","1,600","7,800","10,544,000",TV Series,2013–2018,18,50m,A Congressman works with his equally conniving wife to exact revenge on the people who betrayed him.,"Epic, Political Drama, Drama, Back to top",English,United States,"April 23, 2013",United Kingdom
132,Parks and Recreation,https://www.imdb.com/title/tt1266020/?ref_=chttvtp_t_132,https://www.imdb.com/title/tt1266020/ratings/?ref_=tt_ov_rat,31.6%,29.6%,22.4%,9.2%,3.1%,1.4%,0.7%,0.5%,0.4%,1.1%,8.6,"95,000","89,000","67,000","28,000","9,300","4,100","2,100","1,400","1,200","3,400","10,300,000",TV Series,2009–2015,15,22m,The absurd antics of an Indiana town's public officials as they pursue sundry projects to make their city a better place.,"Mockumentary, Satire, Sitcom, Comedy, Back to top",English,United States,"March 6, 2013",United Kingdom
131,Aspirants,https://www.imdb.com/title/tt14392248/?ref_=chttvtp_t_131,https://www.imdb.com/title/tt14392248/ratings/?ref_=tt_ov_rat,80.2%,13.2%,3.6%,1.1%,0.4%,0.2%,0.1%,0.1%,0.2%,1.0%,9.2,"253,000","41,000","11,000","3,500","1,100",562,299,369,565,"3,300","10,315,000",TV Series,2021–,,,It is the story of the journey of three UPSC (public service competitive exams in India) aspirants and their friendship against all odds.,"Workplace Drama, Drama, Back to top",Hindi,India,"April 7, 2021",India
130,The Mandalorian,https://www.imdb.com/title/tt8111088/?ref_=chttvtp_t_130,https://www.imdb.com/title/tt8111088/ratings/?ref_=tt_ov_rat,32.3%,30.7%,21.6%,8.8%,3.0%,1.3%,0.6%,0.4%,0.3%,1.0%,8.6,"199,000","189,000","133,000","54,000","19,000","7,900","3,600","2,500","1,900","6,000","10,616,000",TV Series,2019–,12,40m,"The travels of a lone bounty hunter in the outer reaches of the galaxy, far from the authority of the New Republic.","Action Epic, Adventure Epic, Fantasy Epic, One-Person Army Action, Sci-Fi Epic, Space Sci-Fi, Action, Adventure, Fantasy, Sci-Fi, Back to top",English,United States,"March 24, 2020",United Kingdom
129,Code Geass: Lelouch of the Rebellion,https://www.imdb.com/title/tt0994314/?ref_=chttvtp_t_129,https://www.imdb.com/title/tt0994314/ratings/?ref_=tt_ov_rat,41.0%,26.5%,15.6%,6.9%,2.8%,1.4%,0.8%,0.5%,0.5%,4.0%,8.7,"36,000","23,000","14,000","6,100","2,500","1,200",689,462,480,"3,500","1,088,000",TV Series,2006–2008,15,24m,"After being given a mysterious power to control others, an outcast prince becomes the masked leader of the rebellion against an all-powerful empire.","Anime, Mecha, Political Drama, Supernatural Fantasy, Action, Animation, Drama, Fantasy, Sci-Fi, Thriller, Back to top",Japanese,Japan,"October 5, 2006",Japan
128,Father Ted,https://www.imdb.com/title/tt0111958/?ref_=chttvtp_t_128,https://www.imdb.com/title/tt0111958/ratings/?ref_=tt_ov_rat,37.8%,26.0%,17.9%,8.6%,3.3%,1.7%,0.8%,0.6%,0.5%,2.8%,8.7,"17,000","12,000","8,200","3,900","1,500",788,376,253,212,"1,300","1,046,000",TV Series,1995–1998,PG,25m,"Three misfit priests and their housekeeper live on Craggy Island, not the peaceful and quiet part of Ireland that it seems to be.","Sitcom, Comedy, Back to top",English,"United Kingdom, Ireland","April 21, 1995",United Kingdom
127,Sarabhai V/S Sarabhai,https://www.imdb.com/title/tt1518542/?ref_=chttvtp_t_127,https://www.imdb.com/title/tt1518542/ratings/?ref_=tt_ov_rat,53.8%,23.1%,7.7%,2.7%,1.0%,0.8%,0.4%,0.6%,1.1%,8.9%,8.9,"10,000","4,400","1,500",522,183,145,70,106,220,"1,700","1,019,000",TV Series,2004–2017,TV-PG,30m,"The show revolves around the lives of the members of an Uber Wealthy - High Society Gujarati family of Cuffe Parade - South Mumbai, whose daughter-in-law is from a middle class Delhi background.","Sitcom, Comedy, Back to top","Hindi, Gujarati, English",India,"November 8, 2004",India
126,This Is Us,https://www.imdb.com/title/tt5555260/?ref_=chttvtp_t_126,https://www.imdb.com/title/tt5555260/ratings/?ref_=tt_ov_rat,42.1%,25.6%,15.7%,7.2%,3.0%,1.6%,0.9%,0.7%,0.6%,2.6%,8.7,"70,000","42,000","26,000","12,000","5,000","2,600","1,500","1,100","1,000","4,300","10,166,000",TV Series,2016–2022,PG,45m,"A heartwarming and emotional story about a unique set of triplets, their struggles, and their wonderful parents.","Epic, Romantic Epic, Comedy, Drama, Romance, Back to top",English,United States,"December 6, 2016",United Kingdom
125,Behzat Ç: An Ankara Detective Story,https://www.imdb.com/title/tt1795096/?ref_=chttvtp_t_125,https://www.imdb.com/title/tt1795096/ratings/?ref_=tt_ov_rat,59.4%,18.2%,7.9%,3.5%,1.4%,0.9%,0.5%,0.5%,0.6%,7.0%,8.8,"21,000","6,300","2,700","1,200",474,319,181,190,223,"2,400","1,035,000",TV Series,2010–2019,TV-14,1h 30m,An inharmonious police team in Ankara Police Force and its discredited police chief fight crime.,"Cop Drama, Police Procedural, Crime, Drama, Mystery, Thriller, Back to top",Turkish,Turkey,"September 19, 2010",Turkey
124,How to with John Wilson,https://www.imdb.com/title/tt10801534/?ref_=chttvtp_t_124,https://www.imdb.com/title/tt10801534/ratings/?ref_=tt_ov_rat,31.3%,35.4%,20.7%,6.7%,1.9%,1.1%,0.4%,0.4%,0.3%,1.7%,8.7,"4,800","5,400","3,100","1,000",294,173,57,67,51,261,"1,015,000",TV Series,2020–2023,15,30m,An anxious New Yorker attempts to give everyday advice while dealing with his own personal issues.,"Docuseries, Comedy, Documentary, Back to top",English,United States,"September 4, 2022",United Kingdom
123,The Thick of It,https://www.imdb.com/title/tt0459159/?ref_=chttvtp_t_123,https://www.imdb.com/title/tt0459159/ratings/?ref_=tt_ov_rat,31.6%,33.9%,19.5%,6.9%,2.5%,1.2%,0.5%,0.4%,0.5%,3.0%,8.7,"8,800","9,400","5,400","1,900",698,329,150,119,138,819,"1,028,000",TV Series,2005–2012,18,30m,The Minister for Social Affairs is continually harassed by Number 10's policy enforcer and dependent on his not-so-reliable team of civil servants.,"Satire, Sitcom, Comedy, Back to top",English,United Kingdom,"May 19, 2005",United Kingdom
122,1883,https://www.imdb.com/title/tt13991232/?ref_=chttvtp_t_122,https://www.imdb.com/title/tt13991232/ratings/?ref_=tt_ov_rat,40.6%,29.0%,17.5%,6.5%,2.4%,1.2%,0.6%,0.5%,0.4%,1.2%,8.7,"54,000","38,000","23,000","8,600","3,200","1,600",823,652,569,"1,500","10,133,000",TV Mini Series,2021–2022,15,1h,"The post-Civil war generation of the Dutton family travels to Texas, and joins a wagon train undertaking the arduous journey west to Oregon, before settling in Montana to establish what would eventually become the Yellowstone Ranch.","Period Drama, Western Epic, Drama, Western, Back to top",English,United States,"June 22, 2022",United Kingdom
121,Top Gear,https://www.imdb.com/title/tt1628033/?ref_=chttvtp_t_121,https://www.imdb.com/title/tt1628033/ratings/?ref_=tt_ov_rat,39.3%,25.6%,17.3%,7.6%,2.8%,1.5%,0.8%,0.7%,0.6%,3.8%,8.7,"52,000","34,000","23,000","10,000","3,600","2,000","1,000",869,852,"5,000","10,131,000",TV Series,2002–2022,PG,1h,"The hosts talk about everything car-related. From new cars to how they're fueled, this show has it all.","Motorsport, Travel, Adventure, Sport, Talk Show, Back to top","English, Italian, German, Spanish, French",United Kingdom,"October 20, 2002",United Kingdom
120,Stranger Things,https://www.imdb.com/title/tt4574334/?ref_=chttvtp_t_120,https://www.imdb.com/title/tt4574334/ratings/?ref_=tt_ov_rat,34.1%,28.5%,21.1%,9.2%,3.2%,1.3%,0.6%,0.4%,0.3%,1.2%,8.7,"485,000","405,000","299,000","131,000","45,000","19,000","8,900","6,000","4,500","17,000","101,400,000",TV Series,2016–2025,15,1h,"In 1980s Indiana, a group of young friends witness supernatural forces and secret government exploits. As they search for answers, the children unravel a series of extraordinary mysteries.","Dark Fantasy, Fantasy Epic, Monster Horror, Sci-Fi Epic, Supernatural Fantasy, Supernatural Horror, Teen Horror, Drama, Fantasy, Horror, Back to top",English,United States,"July 15, 2016",United Kingdom
119,The Marvelous Mrs. Maisel,https://www.imdb.com/title/tt5788792/?ref_=chttvtp_t_119,https://www.imdb.com/title/tt5788792/ratings/?ref_=tt_ov_rat,33.8%,31.3%,20.3%,7.5%,2.6%,1.2%,0.7%,0.5%,0.5%,1.7%,8.7,"51,000","47,000","30,000","11,000","3,900","1,800",980,762,680,"2,500","10,150,000",TV Series,2017–2023,15,1h,"After her husband leaves her, young mother of two Miriam ""Midge"" Maisel discovers that she has a talent for stand-up comedy. Could this be her calling?","Period Drama, Showbiz Drama, Comedy, Drama, Back to top",English,United States,"March 17, 2017",United Kingdom
118,Line of Duty,https://www.imdb.com/title/tt2303687/?ref_=chttvtp_t_118,https://www.imdb.com/title/tt2303687/ratings/?ref_=tt_ov_rat,30.5%,35.8%,21.8%,6.8%,2.0%,0.9%,0.4%,0.3%,0.3%,1.2%,8.7,"23,000","27,000","16,000","5,100","1,500",688,317,220,225,921,"1,075,000",TV Series,2012–2021,15,1h,"Drama series following the investigations of AC-12, a controversial police anti-corruption unit tasked with bringing corrupt police officers to justice.","Cop Drama, Police Procedural, Suspense Mystery, Crime, Drama, Mystery, Thriller, Back to top",English,United Kingdom,"June 26, 2012",United Kingdom
117,Mahabharat,https://www.imdb.com/title/tt0158417/?ref_=chttvtp_t_117,https://www.imdb.com/title/tt0158417/ratings/?ref_=tt_ov_rat,69.8%,13.8%,4.4%,1.8%,0.8%,0.8%,0.4%,0.4%,0.8%,7.1%,8.9,"18,000","3,500","1,100",453,190,193,94,110,195,"1,800","1,025,000",TV Series,1988–1990,TV-14,45m,"When a dynastic struggle between the collateral branches of the Kuru clan, the Kauravas and Pandavas lead them to the threshold of war, Lord Krishna decides to step in and take control of the situation.","Epic, Period Drama, War Epic, Action, Adventure, Drama, Fantasy, History, Musical, War, Back to top",Hindi,India,"October 2, 1988",India
116,Friday Night Lights,https://www.imdb.com/title/tt0758745/?ref_=chttvtp_t_116,https://www.imdb.com/title/tt0758745/ratings/?ref_=tt_ov_rat,39.8%,27.2%,17.6%,7.3%,2.5%,1.2%,0.7%,0.5%,0.9%,2.3%,8.7,"30,000","21,000","13,000","5,500","1,900",909,507,399,703,"1,700","1,075,000",TV Series,2006–2011,12,45m,"A drama that follows the lives of the Dillon Panthers, one of the nation's best high school football teams, and their head coach Eric Taylor.","Coming-of-Age, Football, Teen Drama, Drama, Sport, Back to top",English,United States,"February 14, 2012",United Kingdom
115,The Boys,https://www.imdb.com/title/tt1190634/?ref_=chttvtp_t_115,https://www.imdb.com/title/tt1190634/ratings/?ref_=tt_ov_rat,30.5%,33.1%,22.2%,7.8%,2.5%,1.1%,0.6%,0.4%,0.4%,1.5%,8.6,"231,000","251,000","168,000","59,000","19,000","8,100","4,300","3,100","2,900","11,000","10,757,000",TV Series,2019–,18,1h,A group of vigilantes set out to take down corrupt superheroes who abuse their superpowers.,"Dark Comedy, Raunchy Comedy, Satire, Superhero, Action, Comedy, Crime, Drama, Sci-Fi, Back to top",English,United States,"July 26, 2019",United Kingdom
114,Invincible,https://www.imdb.com/title/tt6741278/?ref_=chttvtp_t_114,https://www.imdb.com/title/tt6741278/ratings/?ref_=tt_ov_rat,28.4%,35.2%,24.0%,7.7%,2.0%,0.8%,0.4%,0.3%,0.2%,1.0%,8.6,"66,000","82,000","56,000","18,000","4,700","1,700",817,650,541,"2,200","10,232,000",TV Series,2021–,18,50m,An adult animated series based on the Skybound/Image comic about a teenager whose father is the most powerful superhero on the planet.,"Adult Animation, Superhero, Action, Adventure, Animation, Drama, Fantasy, Sci-Fi, Thriller, Back to top",English,United States,"March 26, 2021",United Kingdom
113,The Adventures of Sherlock Holmes,https://www.imdb.com/title/tt0086661/?ref_=chttvtp_t_113,https://www.imdb.com/title/tt0086661/ratings/?ref_=tt_ov_rat,37.3%,28.1%,17.7%,6.9%,2.4%,1.3%,0.6%,0.5%,0.7%,4.4%,8.7,"9,600","7,200","4,600","1,800",621,340,167,130,168,"1,100","1,026,000",TV Series,1984–1985,15,1h,"Sherlock Holmes and Dr Watson solve the mysteries of copper beeches, a Greek interpreter, the Norwood builder, a resident patient, the red-headed league, and one final problem.","Police Procedural, Whodunnit, Crime, Drama, Mystery, Back to top",English,United Kingdom,"April 24, 1984",United Kingdom
112,Justice League Unlimited,https://www.imdb.com/title/tt6025022/?ref_=chttvtp_t_112,https://www.imdb.com/title/tt6025022/ratings/?ref_=tt_ov_rat,32.4%,30.0%,21.5%,7.7%,2.4%,1.2%,0.5%,0.3%,0.4%,3.6%,8.7,"7,400","6,800","4,900","1,800",533,276,112,78,83,817,"1,023,000",TV Series,2004–2006,PG,23m,A continuation of the Justice League animated series finds the original members of the team joined in their battle against crime and evil by dozens of other heroes from the DC comics universe.,"Hand-Drawn Animation, Superhero, Action, Adventure, Animation, Family, Fantasy, Sci-Fi, Back to top",English,United States,"July 31, 2004",United States
111,Monster,https://www.imdb.com/title/tt0434706/?ref_=chttvtp_t_111,https://www.imdb.com/title/tt0434706/ratings/?ref_=tt_ov_rat,45.9%,25.8%,14.4%,6.1%,2.6%,1.2%,0.8%,0.5%,0.5%,2.3%,8.7,"25,000","14,000","7,800","3,300","1,400",670,426,261,274,"1,200","1,054,000",TV Series,2004–2005,15,24m,"Tenma, a brilliant neurosurgeon with a promising future, risks his career to save the life of a critically wounded young boy. The boy, now a charismatic young man, reappears 9 years later in the midst of a string of unusual serial murders.","Adult Animation, Anime, Psychological Thriller, Seinen, Animation, Crime, Drama, Mystery, Thriller, Back to top","English, Japanese","Japan, Poland","April 6, 2004",Japan
110,Naruto: Shippuden,https://www.imdb.com/title/tt0988824/?ref_=chttvtp_t_110,https://www.imdb.com/title/tt0988824/ratings/?ref_=tt_ov_rat,44.5%,19.0%,13.0%,6.1%,2.7%,1.2%,0.7%,0.9%,7.6%,4.4%,8.7,"85,000","36,000","25,000","12,000","5,200","2,400","1,300","1,600","15,000","8,400","10,192,000",TV Series,2007–2017,PG,24m,"Naruto Uzumaki, is a loud, hyperactive, adolescent ninja who constantly searches for approval and recognition, as well as to become Hokage, who is acknowledged as the leader and strongest of all ninja in the village.","Anime, Martial Arts, Sh≈çnen, Action, Adventure, Animation, Comedy, Drama, Fantasy, Back to top",Japanese,Japan,"February 15, 2007",Japan
109,One Punch Man,https://www.imdb.com/title/tt4508902/?ref_=chttvtp_t_109,https://www.imdb.com/title/tt4508902/ratings/?ref_=tt_ov_rat,36.5%,26.8%,20.9%,8.8%,2.6%,1.1%,0.5%,0.4%,0.3%,2.2%,8.7,"72,000","53,000","41,000","17,000","5,100","2,100",982,703,691,"4,300","10,198,000",TV Series,2015–,15,24m,"The story of Saitama, a hero that does it just for fun & can defeat his enemies with a single punch.","Anime, Superhero, Action, Animation, Comedy, Family, Fantasy, Sci-Fi, Back to top","Japanese, English",Japan,"April 1, 2018",United Kingdom
108,Arrested Development,https://www.imdb.com/title/tt0367279/?ref_=chttvtp_t_108,https://www.imdb.com/title/tt0367279/ratings/?ref_=tt_ov_rat,40.5%,23.2%,17.4%,8.7%,3.4%,1.5%,0.8%,0.5%,0.5%,3.3%,8.7,"135,000","77,000","58,000","29,000","11,000","5,100","2,600","1,800","1,500","11,000","10,333,000",TV Series,2003–2019,PG,22m,"Level-headed son Michael Bluth takes over family affairs after his father is imprisoned. But the rest of his spoiled, dysfunctional family are making his job unbearable.","Quirky Comedy, Sitcom, Comedy, Back to top",English,United States,"September 29, 2004",United Kingdom
107,House M.D.,https://www.imdb.com/title/tt0412142/?ref_=chttvtp_t_107,https://www.imdb.com/title/tt0412142/ratings/?ref_=tt_ov_rat,38.8%,27.3%,19.2%,8.5%,2.8%,1.1%,0.5%,0.3%,0.3%,1.1%,8.7,"213,000","150,000","105,000","47,000","15,000","6,200","2,900","1,800","1,500","6,200","10,549,000",TV Series,2004–2012,15,45m,"Using a crack team of doctors and his wits, an antisocial maverick doctor specializing in diagnostic medicine does whatever it takes to solve puzzling cases that come his way.","Medical Drama, Drama, Mystery, Back to top",English,United States,"June 9, 2005",United Kingdom
106,Star Trek: The Next Generation,https://www.imdb.com/title/tt0092455/?ref_=chttvtp_t_106,https://www.imdb.com/title/tt0092455/ratings/?ref_=tt_ov_rat,35.6%,28.9%,20.3%,8.4%,2.8%,1.2%,0.6%,0.4%,0.3%,1.5%,8.7,"51,000","41,000","29,000","12,000","3,900","1,700",822,545,474,"2,100","10,142,000",TV Series,1987–1994,PG,45m,"Set almost 100 years after Captain Kirk's 5-year mission, a new generation of Starfleet officers sets off in the U.S.S. Enterprise-D on its own mission to go where no one has gone before.","Space Sci-Fi, Action, Adventure, Drama, Sci-Fi, Back to top","English, Klingon, French",United States,"September 26, 1990",United Kingdom
